TIF Number,TIF Name,Time Period,Type,Description,Amount,Designation Date,Expiration Date
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,Street improvements,-85800,06/09/1999,12/31/2023
T-178,Washington Park,2019,Transfers Between TIF Districts,From Englewood Neighborhood (RA - Life Center Artists Residences),2698800,10/08/2014,12/31/2038
T-152,Little Village Industrial Corridor,2026,Revenue,Property tax,285200,06/13/2007,12/31/2031
T-097,51st/Archer,2021,Transfers Between TIF Districts,From Midway Ind. Corr. (MSAC DS - Hernandez MS),124100,05/17/2000,12/31/2024
T-108,Humboldt Park Commercial,2020,Current Obligations,Program administration,-64500,06/27/2001,12/31/2025
T-180,Red Purple Transit,2038,Revenue,Property tax,57106700,11/20/2016,12/31/2052
T-164,Little Village East,2031,Revenue,Property tax,150500,04/22/2009,12/31/2033
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,"Lighting - 59th, Ashland to Green",-100400,06/27/2001,12/31/2025
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,"Resurfacing - Lorel, Huron to Chicago",-115400,09/27/2007,12/31/2031
T-079,35th and Wallace,2018,Current Obligations,Sidewalks - CHA Wentworth Gardens,11700,12/15/1999,12/31/2023
T-113,Roseland/Michigan,2024,Current Obligations,Program administration,-21400,01/16/2002,12/31/2026
T-068,Roosevelt/Union,2018,Current Obligations,Pedestrian countdown signals - Halsted/Roosevelt,3700,05/12/1999,05/12/2022
T-062,Roosevelt/Racine,2019,Transfers Between TIF Districts,From Western/Ogden (Addams-Medill Sports Center),4430000,11/04/1998,12/31/2034
T-154,Pershing/King,2028,Current Obligations,Program administration,-7900,09/05/2007,12/31/2031
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2031,Current Obligations,RA - A Finkl & Sons Co,-456000,06/10/1998,12/31/2034
T-161,Ogden/Pulaski,2018,Current Obligations,"Lighting - Harding, 16th to Ogden",-260000,04/09/2008,12/31/2032
T-180,Red Purple Transit,2032,Current Obligations,Program administration,-2070900,11/20/2016,12/31/2052
T-034,North Branch (South),2018,Current Obligations,Halsted Triangle Parking Study (Ph. 2),1200,02/05/1998,02/05/2021
T-112,79th Street/Southwest Highway,2018,Current Obligations,Delegate Agencies,-400,10/03/2001,12/31/2025
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Street improvements - Ward 27,-98900,06/10/1998,12/31/2022
T-087,Fullerton/Milwaukee,Fund / Project Balances,Current Obligations,Bus Pads - 2755 & 2758 N Kimball,-83900,02/16/2000,12/31/2024
T-062,Roosevelt/Racine,2024,Revenue,Property tax,2135400,11/04/1998,12/31/2034
T-055,43rd/Cottage Grove,2019,Current Obligations,Retail Thrive Zone - program admin,-8000,07/08/1998,12/31/2022
T-068,Roosevelt/Union,2020,Current Obligations,RA - UIC Board of Trustees,-4847200,05/12/1999,05/12/2022
T-095,Midwest,2018,Current Obligations,Pedestrian countdown signals - Western/Van Buren,10000,05/17/2000,12/31/2036
T-053,Pilsen Industrial Corridor,2022,Current Obligations,RA - Target - 33rd/Damen,-1024100,06/10/1998,12/31/2022
T-163,Archer/Western,Fund / Project Balances,Current Obligations,Professional and technical services,-6900,02/11/2009,12/31/2033
T-056,79th Street Corridor,Fund / Project Balances,Fund Balance,Surplus TIF funds,-72800,07/08/1998,07/08/2021
T-071,Galewood/Armitage Industrial,2021,Current Obligations,MSAC DS - Prieto ES - TIF share,-1509900,07/07/1999,12/31/2023
T-128,Commercial Avenue,2022,Current Obligations,Program administration,-28900,11/13/2002,12/31/2026
T-067,Archer Courts,Fund / Project Balances,Fund Balance,FY'17 year-end balance,1680900,05/12/1999,12/31/2023
T-144,Harrison/Central,2021,Revenue,Property tax,399500,07/26/2006,12/31/2030
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,"Street improvements - Diversey, Pulaski to Central Park",-535200,06/09/1999,12/31/2023
T-169,Ewing Avenue,2025,Revenue,Property tax,408700,03/10/2010,12/31/2034
T-081,Belmont/Central,2023,Current Obligations,Program administration,-117600,01/12/2000,12/31/2024
T-078,South Works Industrial,2023,Current Obligations,Program administration,-3000,11/03/1999,12/31/2023
T-106,Englewood Neighborhood,2019,Current Obligations,Program administration,-80300,06/27/2001,12/31/2025
T-156,Austin Commercial,2018,Current Obligations,Professional services,6400,09/27/2007,12/31/2031
T-180,Red Purple Transit,2019,Revenue,Property tax,22894100,11/20/2016,12/31/2052
T-144,Harrison/Central,2020,Transfers Between TIF Districts,From Madison/Austin (RA - Loretto Hospital),144800,07/26/2006,12/31/2030
T-097,51st/Archer,2022,Transfers Between TIF Districts,From Midway Ind. Corr. (MSAC DS - Hernandez MS),43400,05/17/2000,12/31/2024
T-101,Jefferson/Roosevelt,2018,Current Obligations,Bridge/viaduct - 200-500 W Taylor St - Design,-900000,08/30/2000,12/31/2024
T-083,West Irving Park,2020,Revenue,Property tax,1408900,01/12/2000,12/31/2024
T-124,67th/Cicero,2021,Current Obligations,RA - SL Midway LLC,-183500,10/02/2002,12/31/2026
T-048,Western/Ogden,2019,Current Obligations,Traffic signal - 15th & Ashland,-350000,02/05/1998,02/05/2021
T-116,Lawrence/Pulaski,2023,Revenue,Tax rate increase surplus revenue,-136100,02/27/2002,12/31/2026
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2024,Current Obligations,RA - A Finkl & Sons Co,-400000,06/10/1998,12/31/2034
T-167,Avondale,2028,Revenue,Property tax,177500,07/29/2009,12/31/2033
T-140,79th/Cicero,2020,Current Obligations,RA - Scottsdale Shopping Center Note 1A,-471600,06/08/2005,12/31/2029
T-099,Archer/Central,2018,Current Obligations,Traffic signal - Archer/Laramie,19200,05/17/2000,12/31/2024
T-166,North Pullman,2026,Current Obligations,Program administration,-68300,06/30/2009,12/31/2033
T-107,Division/Homan,2018,Current Obligations,Delegate Agencies,-3100,06/27/2001,12/31/2025
T-024,Homan-Arthington,2019,Current Obligations,Program administration,-15000,02/05/1998,02/05/2021
T-086,Central West,2021,Proposed Projects,Proposed redevelopment project #1,-3100000,02/16/2000,12/31/2024
T-043,Stockyards Annex,2020,Current Obligations,Program administration,-31700,12/11/1996,12/31/2020
T-146,Touhy/Western,2019,Transfers Between TIF Districts,From Devon/Western (MSAC DS - West Ridge Elementary),2263500,09/13/2006,12/31/2030
T-109,Lawrence/Broadway,2022,Current Obligations,RA - Leland Hotel,-39800,06/27/2001,12/31/2025
T-055,43rd/Cottage Grove,2021,Current Obligations,RA - Shops & Lofts at 47th (Commercial),-159400,07/08/1998,12/31/2022
T-052,Kinzie Industrial Corridor,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-1658800,06/10/1998,12/31/2022
T-068,Roosevelt/Union,2019,Current Obligations,Program administration,-90800,05/12/1999,05/12/2022
T-143,63rd/Ashland,2022,Current Obligations,Program administration,-25300,03/29/2006,12/31/2030
T-145,73rd/University,2023,Revenue,Property tax,482800,09/13/2006,12/31/2030
T-070,Clark/Montrose,2021,Revenue,Tax rate increase surplus revenue,-308200,07/07/1999,07/07/2022
T-104,River West,Fund / Project Balances,Current Obligations,Bridge/viaduct repairs - Chicago Av / Chicago River N Branch,-1228500,01/10/2001,12/31/2025
T-106,Englewood Neighborhood,2022,Revenue,Tax rate increase surplus revenue,-566200,06/27/2001,12/31/2025
T-088,Lawrence/Kedzie,2018,Current Obligations,Park District IGA - Kiwanis Park Field Turf,-475000,02/16/2000,12/31/2024
T-116,Lawrence/Pulaski,Fund / Project Balances,Current Obligations,Park District IGA - Eugene Field Park - II,-345000,02/27/2002,12/31/2026
T-066,Greater Southwest Industrial Corridor (East),2022,Revenue,Tax rate increase surplus revenue,-103000,03/10/1999,12/31/2023
T-081,Belmont/Central,2018,Current Obligations,"Streetscape - Belmont, Long to Mango; Central, Melrose to Barry",1107100,01/12/2000,12/31/2024
T-062,Roosevelt/Racine,2028,Revenue,Tax rate increase surplus revenue,-187000,11/04/1998,12/31/2034
T-172,Randolph/Wells,2018,Current Obligations,Program administration,900,06/09/2010,12/31/2034
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Protected bike lanes,-161900,09/09/1998,09/09/2021
T-066,Greater Southwest Industrial Corridor (East),2021,Current Obligations,Program administration,-22000,03/10/1999,12/31/2023
T-178,Washington Park,2025,Revenue,Property tax,1375200,10/08/2014,12/31/2038
T-106,Englewood Neighborhood,Fund / Project Balances,Current Obligations,Property management costs,-4500,06/27/2001,12/31/2025
T-123,Avalon Park/South Shore,Fund / Project Balances,Current Obligations,Retail Thrive Zone - program admin,-10000,07/31/2002,12/31/2026
T-030,Near North,2020,Current Obligations,Program administration,-510500,07/30/1997,07/30/2020
T-126,Madden/Wells,2018,Current Obligations,Program administration,-24600,11/06/2002,12/31/2026
T-107,Division/Homan,Fund / Project Balances,Fund Balance,FY'17 year-end balance,5704300,06/27/2001,12/31/2025
T-134,Devon/Sheridan,2018,Transfers Between TIF Districts,To Clark/Ridge (Repay prior transfer),-3111800,03/31/2004,12/31/2028
T-092,Greater Southwest Industrial Corridor (West),2019,Fund Balance,Surplus TIF funds,-174000,04/12/2000,12/31/2024
T-013,Bryn Mawr/Broadway,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-502300,12/11/1996,12/11/2019
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"Resurfacing/curb/gutter/sidewalks/diagonal parking - 19th, Sangamon to Peoria",-27200,06/10/1998,12/31/2022
T-084,Western Avenue North,Fund / Project Balances,Current Obligations,Library repairs - Sulzer,-2153600,01/12/2000,12/31/2024
T-125,119th/I-57,2018,Proposed Projects,34th Ward - Residential St Resurfacing,-246100,11/06/2002,12/31/2026
T-118,47th/King Drive,2018,Transfers Between TIF Districts,To Bronzeville (Dunbar Park),-1400000,03/27/2002,12/31/2026
T-061,Bronzeville,Fund / Project Balances,Current Obligations,"Resurfacing - Giles, 35th to 37th; 26th",-233200,11/04/1998,12/31/2022
T-081,Belmont/Central,Fund / Project Balances,Fund Balance,FY'17 year-end balance,10032000,01/12/2000,12/31/2024
T-029,Michigan/Cermak,2023,Revenue,Tax rate increase surplus revenue,-156700,09/13/1989,12/31/2025
T-117,47th/Ashland,2018,Current Obligations,"Resurfacing - 49th, Justine to Loomis",127600,03/27/2002,12/31/2026
T-139,Ravenswood Corridor,2018,Current Obligations,Protected bike lanes,24000,03/09/2005,12/31/2029
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,TIF Works,-155600,06/27/2001,12/31/2025
T-052,Kinzie Industrial Corridor,2020,Current Obligations,"Street improvements - Grand, Damen to Racine (Section 7)",-7500000,06/10/1998,12/31/2022
T-009,95th and Western,Fund / Project Balances,Current Obligations,Program administration,-9100,07/13/1995,12/31/2019
T-086,Central West,2018,Current Obligations,RA - McCrory Senior Apts,-3075000,02/16/2000,12/31/2024
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,TIF Works,-7100,10/07/1998,12/31/2022
T-062,Roosevelt/Racine,2020,Revenue,Tax rate increase surplus revenue,-187000,11/04/1998,12/31/2034
T-175,51st/Lake Park,2022,Current Obligations,Program administration,-22700,11/15/2012,12/31/2036
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,Small Business Improvement Fund,-1537700,06/09/1999,12/31/2023
T-087,Fullerton/Milwaukee,2018,Current Obligations,"Streetscape - Fullerton, Kimball to Sacramento",51900,02/16/2000,12/31/2024
T-069,Pulaski Corridor,2018,Current Obligations,Street construction - Drummond Pl/ Kildare,44000,06/09/1999,12/31/2023
T-103,Lake Calumet Area Industrial,2021,Current Obligations,Street improvements - Butler Drive,-1034500,12/13/2000,12/31/2024
T-175,51st/Lake Park,2018,Revenue,Property tax,1157500,11/15/2012,12/31/2036
T-131,35th/State,2019,Current Obligations,RA - Townsend Chicago LLC,-1083200,01/14/2004,12/31/2028
T-074,Clark Street and Ridge Avenue,Fund / Project Balances,Current Obligations,TIF Works,-56900,09/29/1999,09/29/2022
T-178,Washington Park,2029,Revenue,Property tax,1550000,10/08/2014,12/31/2038
T-173,Montrose/Clarendon,2024,Revenue,Property tax,276300,06/30/2010,12/31/2034
T-106,Englewood Neighborhood,2019,Proposed Projects,Ward 20 - Lighting - various locations,-510700,06/27/2001,12/31/2025
T-127,87th/Cottage Grove,2018,Current Obligations,Professional services,14400,11/13/2002,12/31/2026
T-160,Kennedy/Kimball,Fund / Project Balances,Fund Balance,FY'17 year-end balance,390900,03/12/2008,12/31/2032
T-104,River West,2019,Revenue,Property tax,22622500,01/10/2001,12/31/2025
T-110,Wilson Yard,2018,Current Obligations,RA - 4400 N Broadway,-4992900,06/27/2001,12/31/2025
T-152,Little Village Industrial Corridor,2031,Current Obligations,Program administration,-31100,06/13/2007,12/31/2031
T-147,LaSalle Central,2019,Current Obligations,RA - United Air Lines,-3045400,11/15/2006,12/31/2030
T-063,Canal/Congress,2021,Proposed Projects,"Viaduct improvements - Canal, Jackson to Harrison - construction",-12500000,11/12/1998,12/31/2022
T-142,Western Avenue/Rock Island,2021,Revenue,Property tax,1495000,02/08/2006,12/31/2030
T-099,Archer/Central,Fund / Project Balances,Current Obligations,"Arterial resurfacing - 63rd, Central to Cicero",-244100,05/17/2000,12/31/2024
T-043,Stockyards Annex,2018,Revenue,Property tax,1773200,12/11/1996,12/31/2020
T-065,Woodlawn,Fund / Project Balances,Current Obligations,"Resurfacing - Woodlawn, 63rd to 65th; Greenwood, 63rd to 64th St",-200,01/20/1999,01/20/2022
T-029,Michigan/Cermak,Fund / Project Balances,Current Obligations,Professional services,-16900,09/13/1989,12/31/2025
T-147,LaSalle Central,2028,Revenue,Property tax,86730100,11/15/2006,12/31/2030
T-104,River West,2021,Current Obligations,RA - Metra Market Note A,-925700,01/10/2001,12/31/2025
T-140,79th/Cicero,2020,Revenue,Property tax,644200,06/08/2005,12/31/2029
T-113,Roseland/Michigan,2023,Revenue,Property tax,747700,01/16/2002,12/31/2026
T-109,Lawrence/Broadway,2021,Transfers Between TIF Districts,To Hollywood/Sheridan (RA - Hollywood House),-575800,06/27/2001,12/31/2025
T-086,Central West,Fund / Project Balances,Current Obligations,"Traffic signal - Ashland, Harrison to Washington",-2819000,02/16/2000,12/31/2024
T-166,North Pullman,2021,Current Obligations,Program administration,-24600,06/30/2009,12/31/2033
T-096,Cicero/Archer,2022,Revenue,Property tax,915500,05/17/2000,12/31/2024
T-102,Montclare,Fund / Project Balances,Fund Balance,FY'17 year-end balance,611100,08/30/2000,12/31/2024
T-105,53rd Street,2019,Proposed Projects,CPS IGA - Kenwood Academy - outdoor athletic field bleachers and lighting,-650000,01/10/2001,12/31/2025
T-109,Lawrence/Broadway,2018,Current Obligations,Program administration,-65300,06/27/2001,12/31/2025
T-165,Irving Park/Elston,2029,Revenue,Property tax,55500,05/13/2009,12/31/2033
T-180,Red Purple Transit,2043,Current Obligations,CTA IGA Red Purple Modernization,-64860000,11/20/2016,12/31/2052
T-088,Lawrence/Kedzie,2018,Current Obligations,Bus Pad at Kimball/Bryn Mawr,2800,02/16/2000,12/31/2024
T-117,47th/Ashland,Fund / Project Balances,Current Obligations,"Sidewalk/curb/gutter - 49th Pl, Laflin to Loomis",-114000,03/27/2002,12/31/2026
T-180,Red Purple Transit,2027,Current Obligations,Program administration,-1511000,11/20/2016,12/31/2052
T-119,Lakefront,2018,Current Obligations,RA - Lake Park Crescent Rental,-56900,03/27/2002,12/31/2026
T-030,Near North,2019,Fund Balance,Surplus TIF funds,-15767000,07/30/1997,07/30/2020
T-124,67th/Cicero,2021,Current Obligations,Program administration,-7200,10/02/2002,12/31/2026
T-111,105th/Vincennes,2021,Transfers Between TIF Districts,From 119th/I-57 (RA - Renaissance Beverly Ridge),353400,10/03/2001,12/31/2025
T-095,Midwest,2030,Current Obligations,Program administration,-1064100,05/17/2000,12/31/2036
T-086,Central West,2019,Current Obligations,CPS IGA - ADA Ph3 - Brown,-332000,02/16/2000,12/31/2024
T-148,Harlem Industrial Park Conservation Area,Fund / Project Balances,Fund Balance,FY'17 year-end balance,418700,03/14/2007,12/31/2031
T-148,Harlem Industrial Park Conservation Area,2023,Current Obligations,Program administration,-3000,03/14/2007,12/31/2031
T-004,49th Street/St. Lawrence Avenue,2020,Current Obligations,Program administration,-9900,01/10/1996,12/31/2020
T-072,24th/Michigan,2019,Transfers Between TIF Districts,From River South (RA - Ickes),8500000,07/21/1999,07/21/2022
T-128,Commercial Avenue,2018,Current Obligations,Sidwalk - 2200-2600 E 95th St,-420000,11/13/2002,12/31/2026
T-090,Peterson/Cicero,2021,Revenue,Property tax,522100,02/16/2000,12/31/2024
T-149,Stevenson/Brighton,2024,Current Obligations,CPS IGA - Brighton Pk II,-2225000,04/11/2007,12/31/2031
T-005,60th and Western,2018,Proposed Projects,Lighting - Smart infrastructure,-1022500,05/09/1996,05/09/2019
T-121,47th/Halsted,2023,Revenue,Tax rate increase surplus revenue,-344000,05/29/2002,12/31/2026
T-140,79th/Cicero,2028,Revenue,Property tax,757400,06/08/2005,12/31/2029
T-150,Addison South,2024,Current Obligations,RA - Green Exchange Note R-1 pmts,-1163900,05/09/2007,12/31/2031
T-161,Ogden/Pulaski,2020,Revenue,Property tax,157000,04/09/2008,12/31/2032
T-102,Montclare,2023,Current Obligations,Program administration,-9900,08/30/2000,12/31/2024
T-109,Lawrence/Broadway,Fund / Project Balances,Current Obligations,"Streetscape - Argyle, Broadway to Sheridan",-15300,06/27/2001,12/31/2025
T-089,Midway Industrial Corridor,Fund / Project Balances,Current Obligations,Resurfacing - Kilbourn,-23700,02/16/2000,12/31/2024
T-093,South Chicago,2022,Current Obligations,Program administration,-28700,04/12/2000,12/31/2024
